"X","Age","Gender","Education","Country","Ethnicity","Escore","Oscore","Ascore","SS","Alcohol","Amphet","Amyl","Benzos","Choc","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","Nscore","Cscore","Coke","Alcohol.Legalh","Legalh.Caff","Choc.Legalh","Country.Alcohol","Country.Caff","Cannabis"
-0.07854,-0.48246,0.45468,0.96082,-0.31685,1.74091,-0.01928,0.13136,1.2247,5,2,0,0,5,2,0,2,2,2,0,0,2,-1.05308,2.33337,2,10,12,10,4.8041,5.76492,4.8041,2
-0.95197,0.48246,-1.22751,-0.28519,-0.31685,0.16767,1.43533,1.2861,0.40148,4,0,0,3,6,6,0,3,4,5,3,5,3,1.23461,0.58489,0,16,24,24,-1.14076,-1.71114,-1.71114,6
-0.07854,-0.48246,1.16365,-0.28519,-0.31685,-1.37639,0.44585,-0.45321,0.7654,6,2,0,0,4,4,0,0,3,4,0,4,6,-0.05188,-0.52745,3,18,18,12,-1.71114,-1.71114,-1.14076,6
0.49788,-0.48246,-0.61113,0.96082,-0.31685,0.16767,0.58331,1.2861,0.07987,5,3,2,3,5,4,0,4,4,5,0,4,6,-1.32828,-0.65253,3,20,24,20,4.8041,5.76492,4.8041,6
-0.07854,-0.48246,-1.7379,0.96082,-0.31685,0.00332,-0.58331,-0.91699,0.40148,1,0,0,0,6,0,0,0,2,0,6,0,0,-0.34799,0.7583,0,2,0,12,0.96082,0,5.76492,6
-0.07854,0.48246,1.16365,0.96082,-0.31685,0.47617,0.44585,0.28783,-0.21575,4,0,2,2,6,3,0,2,3,0,0,0,5,-0.05188,0.41594,2,12,18,18,3.84328,5.76492,5.76492,6
0.49788,0.48246,-1.7379,0.96082,-0.31685,-0.57545,-1.42424,-0.01729,-0.21575,2,6,2,3,6,2,0,2,0,2,0,2,0,0.41667,-1.78169,2,0,0,0,1.92164,5.76492,5.76492,6
0.49788,0.48246,1.98437,0.96082,-0.31685,0.96248,-0.97631,1.61108,-0.52593,5,0,0,0,6,0,0,0,0,0,0,0,0,-1.69163,2.04506,0,0,0,0,4.8041,5.76492,5.76492,2
-0.07854,0.48246,-0.05921,0.96082,-0.31685,1.45421,-1.82919,1.11406,-0.84637,6,2,0,0,6,2,0,0,0,0,0,0,6,-2.3436,1.30612,3,0,0,0,5.76492,5.76492,5.76492,3
-0.07854,0.48246,1.16365,0.96082,-0.31685,1.11406,-0.58331,1.2861,0.40148,5,2,2,0,5,2,0,0,2,0,0,2,2,0.41667,0.41594,2,10,12,10,4.8041,5.76492,4.8041,2
-0.07854,-0.48246,1.98437,0.96082,-0.31685,0.47617,1.43533,1.11406,0.07987,4,1,1,2,5,1,0,0,3,3,0,2,4,-0.92104,-0.52745,2,12,18,15,3.84328,5.76492,4.8041,5
-0.95197,0.48246,-0.61113,0.21128,-0.31685,-0.43999,-0.17779,0.76096,0.40148,6,6,0,0,5,6,0,0,0,0,0,0,6,2.28554,-2.18109,0,0,0,0,1.26768,1.0564,1.0564,6
-0.95197,-0.48246,1.98437,0.96082,-0.31685,1.74091,0.58331,1.11406,0.40148,6,0,2,2,3,3,0,3,4,3,6,0,6,-2.75696,0.25953,2,24,24,12,5.76492,5.76492,2.88246,3
-0.95197,0.48246,0.45468,0.96082,-0.31685,0.80523,0.58331,0.94156,-0.84637,5,0,0,2,0,2,0,0,0,0,0,3,5,1.13281,-1.5184,3,0,0,0,4.8041,4.8041,0,3
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.80615,0.29338,2.23427,0.07987,6,3,0,6,5,3,2,0,2,4,6,2,6,1.02119,-0.65253,3,12,12,10,-3.42054,-3.42054,-2.85045,2
-0.95197,0.48246,1.16365,0.96082,-0.50212,-1.37639,-1.82919,0.94156,-0.84637,0,0,0,0,6,0,0,0,0,0,0,0,4,0.52135,0.25953,0,0,0,0,0,5.76492,5.76492,2
1.09449,0.48246,-0.05921,0.24923,-0.31685,-1.23177,-0.31776,-0.30172,-0.21575,1,1,0,6,3,0,1,0,0,1,6,1,6,1.02119,-0.52745,1,0,0,0,0.24923,0.99692,0.74769,6
-0.95197,-0.48246,-1.22751,-0.28519,-0.31685,-0.43999,0.58331,0.28783,-0.21575,4,2,0,2,5,4,2,2,2,5,2,2,6,-1.1943,-0.00665,0,8,12,10,-1.14076,-1.71114,-1.42595,4
-0.95197,-0.48246,-0.61113,-0.57009,0.126,0.63779,0.7233,-0.60633,0.07987,6,4,0,6,0,2,0,0,2,0,0,2,2,0.52135,-0.52745,3,12,12,0,-3.42054,-3.42054,0,6
-0.95197,-0.48246,-0.61113,0.24923,-0.31685,0.00332,2.15324,-0.45321,0.7654,4,6,0,5,6,3,0,5,3,5,0,5,4,1.98437,-0.65253,3,12,15,18,0.99692,1.24615,1.49538,6
-0.95197,0.48246,-0.05921,-0.57009,-0.31685,-2.11437,-0.17779,0.43852,-0.84637,4,3,0,0,3,2,2,0,3,2,3,2,3,1.02119,-0.00665,3,12,9,9,-2.28036,-1.71027,-1.71027,3
0.49788,-0.48246,-0.05921,-0.57009,-0.31685,-0.94779,-0.84732,-1.34289,0.7654,6,0,0,5,5,0,0,0,0,0,0,0,6,1.02119,-0.78155,1,0,0,0,-3.42054,-3.42054,-2.85045,5
-0.95197,-0.48246,-0.61113,-0.57009,0.1144,-1.23177,0.29338,-0.01729,1.92173,3,3,0,2,3,3,2,2,3,3,3,0,4,1.13281,-1.13788,4,9,18,9,-1.71027,-3.42054,-1.71027,4
-0.95197,-0.48246,1.16365,-0.57009,-0.31685,-0.80615,0.88309,-0.01729,0.7654,4,2,0,3,5,3,0,0,3,3,0,2,3,1.37297,0.25953,0,12,15,15,-2.28036,-2.85045,-2.85045,5
0.49788,-0.48246,-0.05921,-0.28519,-0.31685,-0.57545,0.14143,-0.76096,0.07987,6,1,2,1,3,2,1,0,2,1,0,2,6,0.82562,0.12331,2,12,12,6,-1.71114,-1.71114,-0.85557,2
-0.95197,-0.48246,-0.05921,0.96082,-0.31685,1.2861,-0.58331,-0.60633,0.7654,5,0,2,0,6,5,0,0,5,0,0,0,0,-1.69163,-1.13788,5,25,25,30,4.8041,4.8041,5.76492,2
-0.95197,-0.48246,0.45468,-0.09765,-0.31685,-0.43999,0.88309,-0.60633,0.7654,5,3,5,3,6,3,0,2,3,3,0,3,5,-0.14882,-0.78155,0,15,18,18,-0.48825,-0.5859,-0.5859,5
-0.07854,-0.48246,-0.61113,0.96082,-0.31685,2.127,-0.31776,-0.60633,0.07987,5,2,3,0,6,5,0,3,5,2,0,0,0,0.04257,-0.00665,4,25,30,30,4.8041,5.76492,5.76492,2
-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.57545,1.24033,1.2861,0.7654,6,1,2,0,5,2,0,2,2,3,0,3,6,-0.05188,-0.52745,0,12,12,10,5.76492,5.76492,4.8041,6
-0.07854,0.48246,-0.61113,-0.57009,-0.31685,1.11406,0.7233,-0.30172,1.2247,6,3,0,3,6,0,0,0,0,0,5,0,6,0.13606,0.7583,4,0,0,0,-3.42054,-3.42054,-3.42054,4
0.49788,0.48246,-0.61113,0.96082,-0.31685,0.63779,1.43533,0.43852,-0.52593,5,2,1,1,5,5,1,1,3,1,1,1,5,1.23461,-0.65253,3,15,18,15,4.8041,5.76492,4.8041,6
-0.95197,-0.48246,-0.61113,0.24923,-0.31685,0.16767,-0.01928,0.43852,-0.21575,4,3,0,3,6,4,0,0,6,3,3,3,3,-1.1943,2.04506,3,24,36,36,0.99692,1.49538,1.49538,4
-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,0.80523,1.06238,-0.91699,0.07987,3,0,0,0,4,5,0,3,3,3,0,4,0,-1.69163,-0.40581,0,9,9,12,-1.71027,-1.71027,-2.28036,4
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.69509,-0.01928,-1.34289,1.2247,4,0,0,4,4,0,3,5,6,0,0,3,6,1.13281,-0.89891,3,24,36,24,-2.28036,-3.42054,-2.28036,5
-0.07854,-0.48246,0.45468,-0.57009,-0.31685,-0.57545,0.7233,-1.6209,0.40148,3,2,0,2,5,2,5,0,3,2,3,0,6,0.52135,0.41594,2,9,18,15,-1.71027,-3.42054,-2.85045,2
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.00332,-0.45174,-0.91699,1.92173,5,3,4,0,6,3,0,0,4,3,0,3,6,-0.67825,0.25953,3,20,24,24,4.8041,5.76492,5.76492,6
1.09449,-0.48246,1.98437,-0.09765,-0.31685,0.16767,0.88309,2.46262,0.40148,4,3,2,4,4,2,3,1,2,2,1,2,3,0.62967,0.25953,2,8,8,8,-0.3906,-0.3906,-0.3906,5
-0.07854,0.48246,1.16365,0.96082,-0.31685,-0.80615,-0.01928,-0.30172,0.40148,5,2,3,5,5,4,0,4,6,0,0,2,5,1.60383,-1.13788,2,30,36,30,4.8041,5.76492,4.8041,6
-0.95197,-0.48246,-0.61113,-0.09765,-0.50212,1.74091,0.7233,0.13136,1.92173,3,0,0,0,5,3,0,0,0,5,0,5,4,-0.67825,0.41594,0,0,0,0,-0.29295,-0.5859,-0.48825,4
-0.95197,0.48246,0.45468,-0.57009,-0.31685,0.32197,-0.17779,-0.15487,1.2247,5,4,0,0,4,3,0,3,2,3,0,3,3,-0.34799,0.12331,4,10,12,8,-2.85045,-3.42054,-2.28036,2
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,1.11406,0.7233,-0.45321,1.2247,6,0,0,0,6,0,0,0,0,0,6,0,0,-0.05188,0.41594,0,0,0,0,5.76492,4.8041,5.76492,2
-0.95197,-0.48246,-0.61113,-0.28519,1.90725,-0.30033,-0.17779,-2.07848,1.2247,5,0,0,0,6,0,0,0,5,5,0,4,6,0.04257,-2.04506,0,25,30,30,-1.42595,-1.71114,-1.71114,6
-0.95197,-0.48246,0.45468,-0.28519,-0.31685,0.47617,-0.01928,-0.76096,0.40148,6,2,0,4,4,0,0,0,0,0,0,0,4,-0.92104,-0.40581,0,0,0,0,-1.71114,-1.71114,-1.14076,3
-0.07854,0.48246,1.98437,-0.09765,-0.31685,0.47617,1.06238,0.59042,0.7654,5,3,0,0,6,5,0,0,0,4,0,0,0,1.72012,0.12331,0,0,0,0,-0.48825,-0.29295,-0.5859,3
-0.07854,0.48246,1.16365,-0.57009,-0.31685,-0.69509,-0.01928,-0.30172,-0.84637,5,0,0,0,6,0,0,0,0,0,0,0,3,0.82562,0.58489,0,0,0,0,-2.85045,-3.42054,-3.42054,2
-0.95197,-0.48246,0.45468,-0.09765,-0.31685,0.16767,-0.01928,-0.30172,0.07987,4,0,4,0,4,4,0,0,4,4,0,4,0,-1.69163,-1.5184,0,16,24,16,-0.3906,-0.5859,-0.3906,4
-0.95197,0.48246,-0.05921,0.24923,-0.31685,-0.43999,-1.55521,1.11406,-0.52593,2,6,0,0,6,3,0,0,0,0,0,2,6,0.52135,-0.65253,2,0,0,0,0.49846,1.24615,1.49538,2
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.45421,1.43533,0.94156,0.07987,0,2,0,0,6,3,0,0,3,3,3,4,0,-0.79151,0.12331,0,0,18,18,0,-3.42054,-3.42054,6
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.00332,1.43533,0.13136,0.07987,5,5,0,6,5,2,2,2,3,2,4,2,3,0.04257,-0.27607,2,15,18,15,-2.85045,-3.42054,-2.85045,6
-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.16767,-0.01928,-0.15487,0.7654,5,0,0,0,6,3,0,0,0,3,2,3,4,-0.34799,-1.0145,0,0,0,0,-2.85045,-3.42054,-3.42054,4
-0.95197,-0.48246,-1.7379,0.24923,-0.22166,0.80523,0.58331,-1.07533,1.2247,5,4,2,3,5,3,5,2,0,2,4,2,6,0.52135,-1.13788,5,0,0,0,1.24615,1.24615,1.24615,5
-0.07854,-0.48246,-0.61113,0.96082,-0.31685,0.47617,1.88511,1.61108,0.07987,2,3,2,0,2,3,0,3,3,3,0,3,6,-1.05308,0.41594,2,6,6,6,1.92164,1.92164,1.92164,6
-0.95197,-0.48246,-0.05921,-0.57009,0.126,1.2861,-0.17779,0.59042,1.2247,5,5,0,3,6,3,3,3,0,2,6,3,6,0.52135,2.04506,5,0,0,0,-2.85045,-2.28036,-3.42054,5
-0.07854,-0.48246,-1.43719,0.24923,-0.31685,-0.80615,-0.45174,-1.92595,-0.52593,4,6,3,6,6,4,6,4,0,2,6,3,6,1.37297,-1.64101,5,0,0,0,0.99692,1.49538,1.49538,4
-0.95197,0.48246,-0.61113,-0.28519,-0.50212,-1.23177,1.06238,-1.07533,0.40148,3,6,0,6,5,2,2,2,2,2,0,0,6,1.02119,-1.25773,2,6,8,10,-0.85557,-1.14076,-1.42595,2
-0.95197,-0.48246,0.45468,0.96082,-0.31685,-0.15487,-0.17779,-0.60633,1.2247,6,2,2,2,4,2,0,2,2,4,2,2,4,0.04257,-0.40581,4,12,6,8,5.76492,2.88246,3.84328,6
-0.95197,-0.48246,-0.61113,0.24923,-0.31685,1.2861,2.15324,0.76096,0.07987,0,0,0,0,5,0,0,0,3,5,2,3,5,-1.86962,0.93949,0,0,15,15,0,1.24615,1.24615,6
-0.95197,-0.48246,-0.61113,0.21128,-0.31685,-0.57545,-0.17779,-1.6209,0.7654,6,1,4,4,5,3,0,0,6,1,3,2,6,1.60383,-0.65253,4,36,36,30,1.26768,1.26768,1.0564,6
-0.95197,0.48246,-0.61113,-0.57009,-0.31685,1.2861,1.43533,0.76096,1.2247,6,3,0,0,4,6,0,0,3,0,0,0,6,-0.05188,2.04506,0,18,18,12,-3.42054,-3.42054,-2.28036,6
-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.32197,0.7233,0.94156,0.40148,5,3,0,0,4,2,0,0,3,3,4,4,4,-1.32828,1.63088,0,15,15,12,-2.85045,-2.85045,-2.28036,5
-0.07854,0.48246,1.16365,-0.57009,-0.31685,-0.43999,-0.01928,0.59042,-0.84637,5,0,0,2,5,0,0,0,0,1,0,2,2,-0.67825,-0.27607,2,0,0,0,-2.85045,-3.42054,-2.85045,5
-0.95197,0.48246,-0.61113,-0.57009,0.1144,0.32197,1.43533,-0.01729,1.92173,5,6,0,4,6,5,0,0,4,5,0,4,6,0.73545,-0.78155,3,20,24,24,-2.85045,-3.42054,-3.42054,6
-0.07854,-0.48246,1.16365,-0.57009,-0.31685,0.00332,-0.31776,-0.15487,0.7654,6,6,2,6,3,2,0,0,2,0,3,3,3,1.23461,-0.14277,2,12,12,6,-3.42054,-3.42054,-1.71027,3
-0.07854,0.48246,-0.61113,-0.57009,-0.31685,1.45421,1.24033,-0.91699,1.2247,2,2,0,2,5,0,2,2,2,2,3,2,2,-1.1943,-0.14277,2,4,12,10,-1.14018,-3.42054,-2.85045,2
-0.95197,-0.48246,0.45468,0.96082,-0.31685,2.57309,0.7233,1.45039,1.2247,6,3,2,4,5,4,0,5,4,4,0,4,0,-0.46725,0.12331,4,24,24,20,5.76492,5.76492,4.8041,5
-0.07854,-0.48246,-0.61113,0.21128,-0.31685,2.127,0.88309,-0.01729,0.40148,5,6,2,6,5,4,3,5,0,3,3,4,6,-1.55078,0.93949,4,0,0,0,1.0564,1.26768,1.0564,5
-0.07854,0.48246,-1.43719,0.96082,-0.31685,-2.11437,-0.84732,-1.07533,-1.18084,6,3,2,2,4,2,1,0,6,0,0,2,2,3.27393,-2.30408,2,36,36,24,5.76492,5.76492,3.84328,3
-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,-1.7625,-0.01928,-2.35413,0.7654,5,3,0,3,4,0,0,0,3,3,0,3,5,-1.43907,-0.27607,0,15,9,12,-1.42595,-0.85557,-1.14076,3
-0.07854,-0.48246,0.45468,-0.57009,-0.31685,-0.30033,-0.45174,-0.45321,1.92173,6,0,0,0,6,0,0,0,3,0,0,0,6,1.8399,-1.0145,0,18,18,18,-3.42054,-3.42054,-3.42054,6
-0.95197,0.48246,-0.61113,-0.57009,-0.31685,-0.94779,-0.97631,-0.91699,1.92173,6,0,0,0,4,0,0,0,0,0,0,0,4,1.8399,-1.0145,0,0,0,0,-3.42054,-3.42054,-2.28036,4
-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,0.96248,-0.01928,0.43852,1.2247,4,6,4,4,5,3,3,0,4,3,6,4,6,-0.05188,-0.65253,3,16,24,20,-2.28036,-3.42054,-2.85045,6
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.15487,-0.17779,-2.35413,0.40148,2,3,0,6,6,4,6,0,3,4,5,3,2,1.37297,-1.13788,5,6,18,18,-1.14018,-3.42054,-3.42054,6
-0.07854,-0.48246,-0.05921,-0.28519,-0.31685,0.32197,0.14143,-0.01729,-0.52593,5,2,2,0,6,3,0,0,0,3,0,2,3,0.41667,2.04506,2,0,0,0,-1.42595,-1.71114,-1.71114,6
0.49788,-0.48246,0.45468,-0.09765,-0.31685,0.32197,-0.71727,-1.34289,1.2247,4,5,2,0,5,0,0,0,1,3,0,0,0,-1.32828,0.41594,3,4,6,5,-0.3906,-0.5859,-0.48825,2
-0.95197,-0.48246,-0.61113,-0.57009,0.1144,0.00332,-0.31776,0.76096,1.92173,5,4,0,4,4,3,0,0,3,3,3,4,6,-0.24649,-0.78155,3,15,18,12,-2.85045,-3.42054,-2.28036,6
-0.95197,-0.48246,0.45468,-0.57009,-0.31685,0.63779,-0.01928,-1.34289,0.7654,5,5,3,6,5,0,3,0,0,3,6,2,0,0.13606,-0.00665,3,0,0,0,-2.85045,-2.28036,-2.85045,5
0.49788,-0.48246,0.45468,-0.57009,-0.31685,-1.50796,-1.68062,-1.6209,0.40148,3,0,0,6,0,0,0,0,0,0,5,0,0,0.31287,0.7583,0,0,0,0,-1.71027,-3.42054,0,2
-0.95197,0.48246,-0.61113,-0.57009,-0.31685,2.32338,1.24033,0.94156,0.7654,5,0,0,0,3,5,0,0,0,4,0,0,5,-1.1943,0.93949,0,0,0,0,-2.85045,-3.42054,-1.71027,6
-0.95197,-0.48246,-1.22751,0.24923,-0.31685,1.45421,2.15324,-0.30172,1.92173,6,4,2,3,4,5,5,4,3,5,3,5,6,0.22393,-1.0145,5,18,18,12,1.49538,1.49538,0.99692,6
-0.95197,-0.48246,-2.43591,-0.09765,-0.31685,-0.30033,-0.01928,0.43852,0.40148,3,4,0,2,6,2,0,0,4,5,6,3,6,0.13606,-1.13788,2,12,24,24,-0.29295,-0.5859,-0.5859,6
-0.07854,-0.48246,-1.22751,-0.57009,-0.31685,-1.23177,-2.39883,-1.07533,-0.21575,3,0,0,3,5,2,2,2,4,0,6,2,6,1.23461,-0.78155,2,12,24,20,-1.71027,-3.42054,-2.85045,3
-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,1.45421,1.65653,1.61108,1.2247,4,1,0,3,5,3,0,0,3,0,0,3,6,-0.58016,0.58489,0,12,18,15,-2.28036,-3.42054,-2.85045,6
-0.95197,0.48246,-0.61113,0.96082,0.1144,0.96248,0.7233,0.28783,0.07987,4,5,4,3,5,4,0,3,0,0,0,0,6,-0.24649,-0.27607,4,0,0,0,3.84328,5.76492,4.8041,6
0.49788,-0.48246,-1.7379,0.96082,-0.31685,-0.69509,-0.58331,0.13136,-0.84637,3,2,3,0,6,3,0,2,0,1,0,0,3,-0.67825,-0.65253,2,0,0,0,2.88246,5.76492,5.76492,6
-0.07854,0.48246,0.45468,-0.09765,-0.31685,-0.69509,1.24033,0.94156,0.7654,4,2,0,1,5,1,1,4,2,2,0,2,6,0.73545,0.41594,1,8,12,10,-0.3906,-0.5859,-0.48825,2
-0.95197,0.48246,-1.43719,-0.57009,-0.31685,-1.92173,-0.01928,1.11406,1.92173,3,2,0,6,6,2,4,0,6,2,6,2,6,1.13281,-0.78155,2,18,36,36,-1.71027,-3.42054,-3.42054,3
-0.95197,0.48246,0.45468,0.96082,-0.31685,0.00332,1.06238,0.59042,-0.52593,5,0,0,0,6,0,0,0,0,0,0,0,0,-0.24649,2.04506,0,0,0,0,4.8041,5.76492,5.76492,3
-0.95197,-0.48246,-0.05921,0.96082,-0.31685,1.2861,1.06238,-0.01729,0.07987,3,5,2,5,6,5,0,3,5,5,2,4,5,0.41667,-0.40581,3,15,25,30,2.88246,4.8041,5.76492,5
-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,0.32197,0.58331,0.59042,1.2247,6,0,0,0,4,4,0,3,3,3,0,3,6,-0.05188,-0.89891,4,18,15,12,-1.71114,-1.42595,-1.14076,6
-0.07854,-0.48246,-0.05921,-0.57009,0.1144,2.32338,2.44904,1.2861,0.40148,4,2,0,3,4,5,0,5,4,6,0,6,6,-0.46725,1.30612,4,16,20,16,-2.28036,-2.85045,-2.28036,6
-0.07854,0.48246,1.16365,-0.57009,-0.31685,-0.30033,0.44585,0.76096,0.7654,3,2,0,6,6,3,3,0,0,2,3,2,6,1.02119,-1.25773,2,0,0,0,-1.71027,-3.42054,-3.42054,3
-0.95197,0.48246,-0.61113,-0.57009,-0.31685,-1.09207,-0.58331,1.45039,-1.54858,4,0,0,0,6,0,0,0,0,0,0,4,6,-0.34799,-0.89891,0,0,0,0,-2.28036,-3.42054,-3.42054,6
-0.07854,-0.48246,-0.05921,0.96082,-0.31685,-1.37639,0.14143,-0.30172,-0.21575,6,2,3,6,5,2,0,3,3,2,5,2,0,2.127,-1.64101,0,18,18,15,5.76492,5.76492,4.8041,3
0.49788,-0.48246,-0.05921,-0.57009,-0.31685,-1.7625,-0.01928,0.13136,-0.52593,5,1,0,1,6,4,0,0,4,1,0,3,4,1.60383,-1.5184,1,20,24,24,-2.85045,-3.42054,-3.42054,3
-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.94779,-0.01928,-0.30172,0.7654,5,0,0,0,5,0,0,0,0,0,0,3,4,1.02119,-1.64101,0,0,0,0,4.8041,5.76492,4.8041,3
0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.30033,0.14143,1.2861,-1.18084,6,0,5,0,6,6,0,6,3,1,0,1,5,-1.43907,1.30612,3,18,18,18,5.76492,5.76492,5.76492,6
-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,1.58487,-0.01928,-1.21213,0.7654,5,0,0,0,6,0,0,0,0,0,0,0,6,-0.24649,2.04506,0,0,0,0,-1.42595,-1.42595,-1.71114,6
-0.95197,-0.48246,-0.05921,-0.09765,-0.31685,0.96248,1.06238,0.28783,1.92173,5,3,5,0,6,5,0,4,3,3,0,0,5,0.31287,-0.27607,3,15,15,18,-0.48825,-0.48825,-0.5859,4
-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,0.32197,1.88511,0.76096,0.40148,5,3,0,5,5,0,5,0,0,2,3,2,6,-0.34799,-1.13788,3,0,0,0,-2.85045,-3.42054,-2.85045,2
-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.32197,0.58331,1.11406,-0.52593,4,3,1,0,5,0,0,0,3,0,1,3,4,-0.58016,0.25953,0,12,18,15,-2.28036,-3.42054,-2.85045,4
-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.16767,1.88511,1.45039,1.2247,5,0,0,2,6,3,0,0,2,3,0,5,5,-0.24649,-0.40581,2,10,12,12,-2.85045,-3.42054,-3.42054,5
-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,1.2861,1.06238,-1.47955,0.7654,6,0,0,0,3,0,0,0,3,0,0,3,4,-1.55078,0.93949,3,18,9,9,-3.42054,-1.71027,-1.71027,5
0.49788,0.48246,0.45468,0.24923,-0.31685,0.00332,-0.17779,-0.60633,0.7654,5,1,0,0,5,4,0,3,5,5,0,4,5,0.22393,-0.52745,4,25,20,25,1.24615,0.99692,1.24615,6
-0.07854,-0.48246,-0.61113,0.24923,-0.31685,-1.6334,0.58331,-1.07533,0.40148,6,4,0,0,4,4,0,3,4,4,0,4,6,0.41667,0.93949,3,24,24,16,1.49538,1.49538,0.99692,6
2.59171,-0.48246,1.16365,-0.57009,-0.31685,0.00332,0.58331,0.76096,-0.52593,1,0,0,0,1,1,0,0,1,1,0,0,1,-2.21844,0.7583,0,1,1,1,-0.57009,-0.57009,-0.57009,2
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.11406,0.7233,0.59042,-0.52593,0,2,0,3,6,3,0,0,6,0,4,5,0,-0.58016,-0.00665,0,0,36,36,0,-3.42054,-3.42054,6
1.09449,0.48246,-0.61113,-0.57009,-0.31685,-1.09207,-0.45174,-0.15487,-0.21575,6,1,1,4,6,0,0,0,0,1,0,1,6,1.23461,0.7583,3,0,0,0,-3.42054,-3.42054,-3.42054,6
-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,0.63779,0.44585,-1.34289,1.2247,4,0,0,4,4,3,0,0,3,2,4,3,5,1.72012,-2.18109,2,12,18,12,-2.28036,-3.42054,-2.28036,6
-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,1.74091,0.29338,-0.76096,1.92173,5,4,5,3,6,4,0,0,5,0,4,5,6,0.31287,-1.78169,3,25,30,30,-0.48825,-0.5859,-0.5859,6
1.82213,-0.48246,-0.05921,-0.28519,-0.31685,0.32197,0.58331,0.13136,-0.21575,3,1,0,2,5,1,1,0,0,1,0,1,6,-0.79151,-0.00665,3,0,0,0,-0.85557,-1.71114,-1.42595,4
-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.80523,1.43533,2.23427,0.40148,5,2,2,2,5,3,0,2,3,3,0,3,4,-1.1943,1.13407,3,15,18,15,4.8041,5.76492,4.8041,5
-0.07854,-0.48246,1.16365,0.96082,-0.31685,-0.30033,0.88309,-0.60633,0.07987,6,0,2,5,6,2,0,0,3,0,0,0,3,1.13281,0.93949,2,18,18,18,5.76492,5.76492,5.76492,2
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.47617,-0.17779,0.13136,-1.18084,4,3,3,2,3,3,4,3,3,3,2,3,6,-0.67825,1.46191,3,12,15,9,-2.28036,-2.85045,-1.71027,3
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.96248,-1.27553,-2.35413,1.92173,5,6,1,5,4,3,4,0,6,2,0,2,6,-0.05188,-0.89891,3,30,30,24,-2.85045,-2.85045,-2.28036,6
1.09449,0.48246,-0.61113,-0.28519,-0.31685,0.16767,0.14143,0.43852,-1.18084,4,1,0,1,6,0,0,0,0,1,0,0,6,-0.34799,0.7583,0,0,0,0,-1.14076,-1.71114,-1.71114,6
-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,-1.7625,-0.31776,-1.47955,-0.52593,3,0,0,0,5,0,0,0,0,5,0,3,3,2.127,0.25953,0,0,0,0,-0.85557,-1.71114,-1.42595,4
-0.95197,-0.48246,-1.22751,0.24923,-0.31685,-2.21069,-1.11902,-0.45321,-1.18084,5,0,0,3,2,0,0,4,3,0,3,0,5,1.8399,-3.46436,0,15,18,6,1.24615,1.49538,0.49846,6
-0.95197,-0.48246,-1.22751,-0.57009,-0.22166,-1.50796,-1.82919,-0.01729,1.2247,5,3,0,6,4,0,0,0,6,0,4,0,6,0.82562,-1.64101,0,30,36,24,-2.85045,-3.42054,-2.28036,5
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.16767,1.65653,0.94156,0.40148,4,0,0,0,5,0,0,0,3,0,3,3,3,-0.05188,-0.00665,0,12,12,15,-2.28036,-2.28036,-2.85045,4
-0.95197,0.48246,-1.22751,0.96082,-0.31685,0.96248,0.44585,-0.30172,0.40148,5,6,0,4,3,4,0,5,5,0,0,0,3,1.23461,-0.27607,0,25,20,15,4.8041,3.84328,2.88246,3
1.09449,-0.48246,0.45468,-0.57009,-0.31685,0.00332,-0.01928,-0.01729,-0.52593,6,0,1,3,5,0,0,0,0,0,0,0,6,-0.67825,0.41594,0,0,0,0,-3.42054,-2.28036,-2.85045,3
